Linux 6.6.23 (eternity8) 	2025년 05월 29일 	_x86_64_	(40 CPU)

14시 40분 53초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 23초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 23초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 24초     all      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 24초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 24초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 25초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 41분 25초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      24      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 25초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 25초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 25초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 26초     all      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 26초      32      0.00      0.00      0.00      0.00      0.00    100.00
